ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Product Type","Shipping Class","Product Visibility","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product categories","Product Tags",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
87,"Koni STR.T Dampers VAG-ST1239 for Audi A3 Hatchback (8Y) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Audi A3 Hatchback (8Y) FWD (2020 > )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-audi-a3-hatchback-8y-fwd-2020/,0,T4P-9-VAG-ST1239,500,500,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-audi-a3-hatchback-8y-fwd-2020,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
88,"Koni STR.T Dampers VAG-ST1239 for Audi A3 Saloon (8Y) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Audi A3 Saloon (8Y) FWD (2020 > )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-audi-a3-saloon-8y-fwd-2020/,0,T4P-10-VAG-ST1239,500,500,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-audi-a3-saloon-8y-fwd-2020,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
89,"Koni STR.T Dampers VAG-ST1239 for Cupra Leon Hatchback (KL1) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Cupra Leon Hatchback (KL1) FWD (2020 > )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-cupra-leon-hatchback-kl1-fwd-2020/,0,T4P-11-VAG-ST1239,550,550,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-cupra-leon-hatchback-kl1-fwd-2020,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
90,"Koni STR.T Dampers VAG-ST1239 for Cupra Leon Sports Tourer (KL8) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Cupra Leon Sports Tourer (KL8) FWD (2020 > )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-cupra-leon-sports-tourer-kl8-fwd-2020/,0,T4P-12-VAG-ST1239,550,550,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-cupra-leon-sports-tourer-kl8-fwd-2020,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
91,"Koni STR.T Dampers VAG-ST1239 for Seat Leon Hatchback (5F) FWD (2013 - 2019)","Koni STR.T Dampers VAG-ST1239 for Seat Leon Hatchback (5F) FWD (2013 - 2019)",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-seat-leon-hatchback-5f-fwd-2013-2019/,0,T4P-13-VAG-ST1239,550,550,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-seat-leon-hatchback-5f-fwd-2013-2019,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
92,"Koni STR.T Dampers VAG-ST1239 for Seat Leon ST Estate (5F) FWD (2013 - 2019)","Koni STR.T Dampers VAG-ST1239 for Seat Leon ST Estate (5F) FWD (2013 - 2019)",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-seat-leon-st-estate-5f-fwd-2013-2019/,0,T4P-14-VAG-ST1239,550,550,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-seat-leon-st-estate-5f-fwd-2013-2019,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
93,"Koni STR.T Dampers VAG-ST1239 for Seat Leon ST Hatchback (5F) FWD (2013 - 2019)","Koni STR.T Dampers VAG-ST1239 for Seat Leon ST Hatchback (5F) FWD (2013 - 2019)",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-seat-leon-st-hatchback-5f-fwd-2013-2019/,0,T4P-15-VAG-ST1239,550,550,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-seat-leon-st-hatchback-5f-fwd-2013-2019,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
94,"Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 3 Combi (5E) FWD (2013 - 2019)","Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 3 Combi (5E) FWD (2013 - 2019)",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-skoda-octavia-3-combi-5e-fwd-2013-2019/,0,T4P-16-VAG-ST1239,600,600,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-skoda-octavia-3-combi-5e-fwd-2013-2019,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
95,"Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 3 Hatchback (5E) FWD (2013 - 2019)","Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 3 Hatchback (5E) FWD (2013 - 2019)",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-skoda-octavia-3-hatchback-5e-fwd-2013-2019/,0,T4P-17-VAG-ST1239,600,600,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-skoda-octavia-3-hatchback-5e-fwd-2013-2019,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
96,"Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 4 Combi (NX) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 4 Combi (NX) FWD (2020 &gt; )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-skoda-octavia-4-combi-nx-fwd-2020/,0,T4P-18-VAG-ST1239,600,600,,instock,,,2,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-skoda-octavia-4-combi-nx-fwd-2020,,,0,0,open,closed,2025-03-10,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
97,"Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 4 Hatchback (NX) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Skoda Octavia 4 Hatchback (NX) FWD (2020 &gt; )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-skoda-octavia-4-hatchback-nx-fwd-2020/,0,T4P-19-VAG-ST1239,600,600,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-skoda-octavia-4-hatchback-nx-fwd-2020,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
98,"Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VII Hatchback (MK7) FWD (2013 - 2019)","Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VII Hatchback (MK7) FWD (2013 - 2019)",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-volkswagen-golf-vii-hatchback-mk7-fwd-2013-2019/,0,T4P-20-VAG-ST1239,650,650,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-volkswagen-golf-vii-hatchback-mk7-fwd-2013-2019,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
99,"Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VII Sportsvan MPV (MK7) FWD (2013 - 2019)","Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VII Sportsvan MPV (MK7) FWD (2013 - 2019)",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-volkswagen-golf-vii-sportsvan-mpv-mk7-fwd-2013-2019/,0,T4P-21-VAG-ST1239,650,650,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-volkswagen-golf-vii-sportsvan-mpv-mk7-fwd-2013-2019,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
100,"Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VIII Hatchback (MK8) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VIII Hatchback (MK8) FWD (2020 > )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-volkswagen-golf-viii-hatchback-mk8-fwd-2020/,0,T4P-22-VAG-ST1239,650,650,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-volkswagen-golf-viii-hatchback-mk8-fwd-2020,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
101,"Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VIII Variant (MK8) FWD (2020 > )","Koni STR.T Dampers VAG-ST1239 for Volkswagen Golf VIII Variant (MK8) FWD (2020 > )",,2025-03-08,product,https://t4p.elate-ecommerce.com/product/koni-str-t-dampers-vag-st1239-for-volkswagen-golf-viii-variant-mk8-fwd-2020/,0,T4P-23-VAG-ST1239,650,650,,instock,,,0,simple,,,,,,,,,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-str-t-dampers-vag-st1239-for-volkswagen-golf-viii-variant-mk8-fwd-2020,,,0,0,open,closed,2025-03-08,no,no,,no,,,,,,,no,no,,,,,0,0,,,no,taxable,standard,,,9.7.1,,,0,0,
121,"Koni Classic Red Dampers Front Left Shock Absorber 8040-1087 for Buick Century Saloon (70 - 77)","<span data-sheets-root=""1"">The world famous Koni Sport Damper is the flagship of the Koni damper portfolio. Simply referred to as 'Koni Yellows' by car enthusiasts, they are the number one choice for fast road driving. Koni use the same high quality parts in these Koni Sport Dampers as they use with the professionals out on the racetrack. The result is a damper that offers the ultimate in shock absorber technology - better road holding, less chassis movement and unlimited performance &amp; safety.</span>

All Koni Sport dampers are rebound adjustable, so you can adjust the rebound damping force to suit your particular driving style or road surface. In fact many Koni Sport dampers can be adjusted whilst the shocks are still on the car, so you can fine tune to your heart's content!

These Koni Sport dampers are perfect to use with lowering springs - you can lower your car up to 40mm. Any more than this would cause damage to the shock absorber.","<span data-sheets-root=""1"">* Adjustment Method : (ON CAR) Externally Top Adjustable
* Front Damper Construction : Twin Tube Gas Hydraulic
* with these KONI Sport dampers the car can be lowered approx. 20 mm (Clipped Spring Seat)</span>",2025-04-14,product,https://t4p.elate-ecommerce.com/product/koni-classic-red-dampers-front-left-shock-absorber-8040-1087-for-buick-century-saloon-70-77/,0,"ELTEST -8040-1087",357,360,357,instock,5,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/04/Koni-Classic-Red-Dampers-Front-Left-Shock-Absorber-8040-1087-for-Buick-Century-Saloon-70-–-77.png,"Koni Classic Red Dampers Front Left Shock Absorber 8040-1087 for Buick Century Saloon (70 – 77)",,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/04/Koni-Classic-Red-Dampers-Front-Left-Shock-Absorber-8040-1087-for-Buick-Century-Saloon-70-–-77.png,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-classic-red-dampers-front-left-shock-absorber-8040-1087-for-buick-century-saloon-70-77,,,0,0,open,closed,2025-04-15,no,yes,"Ensure that this product\'s specifications align with your vehicle\'s requirements. Pay special attention to axle load details (if mentioned) and any vehicle-specific information.",no,,,,,,,yes,yes,,,,,0,0,,,no,taxable,standard,,,9.8.1,,,0,0,
122,"Koni Sport Dampers Front Left Shock Absorber 8041-1322LSPORT for Acura TL  Saloon (2004 - 06)","<span data-sheets-root=""1"">The world famous Koni Sport Damper is the flagship of the Koni damper portfolio. Simply referred to as 'Koni Yellows' by car enthusiasts, they are the number one choice for fast road driving. Koni use the same high quality parts in these Koni Sport Dampers as they use with the professionals out on the racetrack. The result is a damper that offers the ultimate in shock absorber technology - better road holding, less chassis movement and unlimited performance &amp; safety.</span>

All Koni Sport dampers are rebound adjustable, so you can adjust the rebound damping force to suit your particular driving style or road surface. In fact many Koni Sport dampers can be adjusted whilst the shocks are still on the car, so you can fine tune to your heart's content!

These Koni Sport dampers are perfect to use with lowering springs - you can lower your car up to 40mm. Any more than this would cause damage to the shock absorber.","<span data-sheets-root=""1"">* Adjustment Method : (ON CAR) Externally Top Adjustable
* Front Damper Construction : Twin Tube Gas Hydraulic
* with these KONI Sport dampers the car can be lowered approx. 20 mm (Clipped Spring Seat)</span>",2025-04-14,product,https://t4p.elate-ecommerce.com/product/koni-sport-dampers-front-left-shock-absorber-8041-1322lsport-for-acura-tl-saloon-2004-06/,0,"ELTEST -8041-1322LSPORT",367,370,367,instock,10,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/04/Koni-Sport-Dampers-Front-Left-Shock-Absorber-8041-1322LSPORT-for-Acura-TL-Saloon-2004-–-06.png,"Koni Sport Dampers Front Left Shock Absorber 8041-1322LSPORT for Acura TL Saloon (2004 – 06)",,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/04/Koni-Sport-Dampers-Front-Left-Shock-Absorber-8041-1322LSPORT-for-Acura-TL-Saloon-2004-–-06.png,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-sport-dampers-front-left-shock-absorber-8041-1322lsport-for-acura-tl-saloon-2004-06,,,0,0,open,closed,2025-04-15,no,no,"Ensure that this product\'s specifications align with your vehicle\'s requirements. Pay special attention to axle load details (if mentioned) and any vehicle-specific information.",no,2.5,780,85,85,,,yes,yes,,,,,0,0,,,no,taxable,standard,,,9.8.1,,,0,0,
123,"Koni Active Dampers Front Left Shock Absorber 8245-1264 for Audi A4 (B8) Avant (2008 - 15)","<span data-sheets-root=""1"">The world famous Koni Sport Damper is the flagship of the Koni damper portfolio. Simply referred to as 'Koni Yellows' by car enthusiasts, they are the number one choice for fast road driving. Koni use the same high quality parts in these Koni Sport Dampers as they use with the professionals out on the racetrack. The result is a damper that offers the ultimate in shock absorber technology - better road holding, less chassis movement and unlimited performance &amp; safety.</span>

All Koni Sport dampers are rebound adjustable, so you can adjust the rebound damping force to suit your particular driving style or road surface. In fact many Koni Sport dampers can be adjusted whilst the shocks are still on the car, so you can fine tune to your heart's content!

These Koni Sport dampers are perfect to use with lowering springs - you can lower your car up to 40mm. Any more than this would cause damage to the shock absorber.","<span data-sheets-root=""1"">* Adjustment Method : (ON CAR) Externally Top Adjustable
* Front Damper Construction : Twin Tube Gas Hydraulic
* with these KONI Sport dampers the car can be lowered approx. 20 mm (Clipped Spring Seat)</span>",2025-04-14,product,https://t4p.elate-ecommerce.com/product/koni-active-dampers-front-left-shock-absorber-8245-1264-for-audi-a4-b8-avant-2008-15/,0,"ELTEST -8245-1264",365,370,365,instock,5,,0,simple,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/04/Koni-Special-Active-Front-Shock-Absorber-8245-1264-for-Audi-A4-B8-8K-Avant-1.8-2.0-3.2-2.0-2.7-3.0TDi-03.08-15.png,"Koni Special-Active Front Shock Absorber 8245-1264 for Audi A4 (B8-8K) Avant 1.8-2.0-3.2, 2.0-2.7-3.0TDi (03.08 - 15)",,,,https://t4p.elate-ecommerce.com/wp-content/uploads/2025/04/Koni-Special-Active-Front-Shock-Absorber-8245-1264-for-Audi-A4-B8-8K-Avant-1.8-2.0-3.2-2.0-2.7-3.0TDi-03.08-15.png,,,Uncategorized,,publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,koni-active-dampers-front-left-shock-absorber-8245-1264-for-audi-a4-b8-avant-2008-15,,,0,0,open,closed,2025-04-15,yes,no,"Ensure that this product\'s specifications align with your vehicle\'s requirements. Pay special attention to axle load details (if mentioned) and any vehicle-specific information.",no,3.6,640,65,65,,,yes,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.1,,,0,0,
